ID	Name	Desc	sParam1	sParam2
20028	Visit	Baru-baru ini, seorang abadi sedang bepergian di daerah tersebut ketika mereka ingat gerbang sekte Anda ada di dekatnya, jadi mereka memutuskan untuk mengunjungi Anda.	Immortal Visitor	
20034	Sneak Attack	Dalam misi rahasia yang diperintahkan oleh sekte mereka, murid-murid[TXT]menyerang sekte Anda.		
20040	Cooperation	{0} dan {1} memutuskan untuk memulai kerja sama menyeluruh satu sama lain untuk menjelajahi Tempat Tinggal Surgawi yang baru ditemukan. Kedua sekte harus menghindari konflik dan melanjutkan diskusi persahabatan di masa depan.		
20041	Cooperation	Apa pun alasannya, pemimpin sekte {0} baru-baru ini mengunjungi {1} sendirian dan melakukan diskusi rahasia dengan pemimpin sekte lainnya selama berhari-hari. Setelah itu, mereka memerintahkan murid-muridnya untuk menghindari konflik dan memperkuat hubungan kerja sama mereka.		
20042	Cooperation	Baru-baru ini, konflik terus terjadi antara {0} dan {1}, mengubah dunia para penggarap menjadi hiruk pikuk pembunuhan yang merajalela. Untuk mendapatkan kembali kendali atas situasi, semua pemimpin sekte bergandengan tangan untuk menahan tindakan murid kedua sekte dan menghentikan pertempuran.		
20044	Conflict	Baru-baru ini, murid langsung dari pemimpin sekte {0} tewas dalam kecelakaan oleh {1}. Pemimpin sekte {0} marah dan mengumumkan perang habis-habisan dengan {1}.		
20045	Conflict	Baru-baru ini, pemimpin sekte {0} dan {1} kembali dari menjelajahi dunia lain, apa pun alasannya, tiba-tiba berselisih satu sama lain dan menjadi musuh. Kedua sekte tersebut terkena dampaknya, dan konflik pun terjadi ketika mereka saling berperang secara agresif.		
20046	Conflict	Baru-baru ini, {0} dan {1} mengirimkan murid elit mereka untuk menjelajahi rumah abadi, namun tanpa diduga, mereka semua musnah. Kedua sekte tersebut mulai saling mencurigai dan konflik pun terjadi.		
20048	Power Increased	Penatua {0} yang telah mengasingkan diri selama lebih dari seribu tahun, {1}, akhirnya berhasil dalam latihannya dan muncul kembali di dunia. {0} telah mendapatkan Sage lainnya.		
20049	Power Increased	{0} menemukan Tempat Tinggal Surgawi kecil dari sebuah sekte kuno di dalamnya[PLACE], setelah mencari tempat itu, sekte tersebut menjadi jauh lebih kuat dari sebelumnya.		
20050	Power Increased	{0} membunuh Naga Banjir[PLACE]dan memperoleh sejumlah besar sumber daya langka, memperkuat kekuatan sekte tersebut.		
20051	Power Increased	{0} membunuh seekor Phoenix[PLACE]dan memperoleh sejumlah besar sumber daya langka, memperkuat kekuatan sekte tersebut.		
20052	Power Increased	{0} membunuh Naga Obor[PLACE]dan memperoleh sejumlah besar sumber daya langka, memperkuat kekuatan sekte tersebut.		
20053	Power Increased	{0} menemukan rumah gua milik seorang penggarap artefak kuno dan memperoleh banyak artefak yang melekat dengan roh primordial, sehingga memperkuat kekuatan sekte tersebut.		
20054	Power Increased	Leluhur yang naik dari {0} tiba-tiba memberkati sekte tersebut dengan sejumlah besar kekayaan, memperkuat kekuatan sekte tersebut.		
20055	Power Increased	{0} mengoptimalkan pembentukan inti sekte, memperkuat kekuatan sekte.		
20056	Power Increased	Akar roh matang dari {0} mempengaruhi Pengakuan Iman Surga dan menyebabkan Qi menyatu. Diberkati oleh Qi yang menyatu, kekuatan sekte tersebut diperkuat.		
20057	Power Increased	Pendiri {0} tiba-tiba turun ke dunia fana dan memberikan ceramah kepada seluruh sekte. Kekuatan sekte ini diperkuat.		
20058	Power Increased	Sebuah sekte kecil yang hidup mengasingkan diri di bawah laut dalam datang ke darat untuk menghindari ancaman binatang laut raksasa, dan seluruh sekte mereka bergabung dengan {0} sebagai imbalan atas perlindungan mereka, memperkuat kekuatan {0}.		
20059	Power Increased	{0} mereformasi peraturan sekte mereka dan menata ulang cabang-cabangnya, memberikan tampilan baru pada sekte tersebut. Kekuatan sekte ini diperkuat.		
20060	Power Decreased	Seorang bijak dari {0} sedang menghadapi Kesengsaraan Surgawi karena terlalu lama berada di alam fana. Mereka gagal selamat dari kesengsaraan karena perubahan fenomena astronomi yang tiba-tiba dan mati di bawah langit.		
20061	Power Decreased	Seluruh sekte {0} dilanda penyakit aneh yang menyerupai flu. Banyak murid batin yang meninggal karenanya. Kekuatan sekte itu melemah.		
20062	Power Decreased	Semua tetua sekte {0} sedang berpetualang ketika sekte tersebut diserang oleh Naga Banjir. Sejumlah besar sumber daya dan harta langka dihancurkan oleh Banjir Mematikan. Kekuatan sekte itu melemah.		
20063	Power Decreased	Semua tetua sekte {0} sedang berpetualang ketika sekte tersebut diserang oleh Phoenix. Sejumlah besar sumber daya dan harta langka dihancurkan oleh Solar Eye. Kekuatan sekte itu melemah.		
20064	Power Decreased	Semua tetua sekte {0} sedang berpetualang ketika sekte tersebut diserang oleh Naga Obor. Sekte ini rusak parah oleh sejumlah besar Telur Yin dan Yang yang menetas. Kekuatan sekte itu melemah.		
20065	Power Decreased	Cabang {0} mengkhianati sekte tersebut dan melarikan diri dengan banyak harta, melemahkan kekuatan sekte tersebut.		
20066	Power Decreased	Sekelompok elit {0} secara tidak sengaja memicu peringatan untuk Kediaman Abadi saat menjelajahi rumah besar gua abadi. Seluruh kelompok dimusnahkan, melemahkan kekuatan sekte tersebut.		
20067	Power Decreased	Murid inti {0} membuat kesalahan saat melatih formasi mereka, dan semuanya terluka parah akibat serangan balik sihir. Kekuatan sekte itu melemah.		
20068	Power Decreased	Seorang tetua {0} kehilangan kendali atas kondisi mentalnya saat berlatih, menjadi terpesona dan melakukan pembunuhan besar-besaran di sekte tersebut, melemahkan kekuatan sekte tersebut.		
20069	Power Decreased	Seorang tetua sekte {0} diubah oleh sekte musuh mereka dan melarikan diri dari sekte lama. Mereka bahkan mencuri sejumlah besar harta selama kekacauan sebelum mereka pergi. Kekuatan sekte itu melemah.		
20070	Power Decreased	{0} mengalami serangkaian Malam Kutub yang langka; pohon roh dan tanaman yang tak terhitung jumlahnya di kebun herbal layu dan mati. Kekuatan sekte itu melemah.		
20071	Power Decreased	Akar roh matang dari {0} memiliki terlalu banyak kutukan, sehingga menarik banyak iblis yang jatuh untuk merampoknya. Perkelahian berdarah terjadi di sekte tersebut, melemahkan kekuatan sekte tersebut.		
20072	Emergency Supply	Penatua {0} yang telah mengasingkan diri selama lebih dari seribu tahun, {1}, akhirnya berhasil dalam latihannya dan muncul kembali di dunia. {0} telah mendapatkan Sage lainnya.		
20073	Emergency Supply	Pendiri {0} turun ke dunia fana dengan sebuah manifestasi. {0} telah mendapatkan Sage lainnya.		
20074	Emergency Supply	Seorang tetua dari {0} mewarisi warisan seorang bijak kuno secara kebetulan, dan kekuatan mereka meningkat secara drastis ke level bijak tua itu. {0} telah mendapatkan Sage lainnya.		
20075	Power Increased	{0} menerima bantuan rahasia yang memperkuat kekuatan mereka.		
20076	Power Increased	{0} menerima bantuan rahasia yang memperkuat kekuatan mereka.		
20077	Power Increased	{0} menerima bantuan rahasia yang memperkuat kekuatan mereka.		
20078	Power Increased	{0} menerima bantuan rahasia yang memperkuat kekuatan mereka.		
20079	Power Increased	{0} menerima bantuan rahasia yang memperkuat kekuatan mereka.		
20080	Power Increased	{0} menerima bantuan rahasia yang memperkuat kekuatan mereka.		
20081	Power Increased	{0} menerima bantuan rahasia yang memperkuat kekuatan mereka.		
20082	Power Decreased	{0} menemui penghalang rahasia yang melemahkan kekuatan mereka.		
20083	Power Decreased	{0} menemui penghalang rahasia yang melemahkan kekuatan mereka.		
20084	Power Decreased	{0} menemui penghalang rahasia yang melemahkan kekuatan mereka.		
20085	Power Decreased	{0} menemui penghalang rahasia yang melemahkan kekuatan mereka.		
20086	Power Decreased	{0} menemui penghalang rahasia yang melemahkan kekuatan mereka.		
20087	Power Decreased	{0} menemui penghalang rahasia yang melemahkan kekuatan mereka.		
20088	Power Decreased	{0} menemui penghalang rahasia yang melemahkan kekuatan mereka.		
29001	Sage Fallen	Orang bijak {0} {1} mati karenamu. {0} sangat marah.		
29002	Retreat	{0} rusak parah dan melemah. Mereka telah memerintahkan untuk mengunci gerbang sekte mereka dan membatasi perilaku murid-murid mereka untuk pulih dari kerusakan.		
29003	Retreat Ends	{0} telah membuka kembali gerbang sekte mereka dan menjadi aktif kembali.		
29004	Visitor Dead	    [NAME]meninggal di sekte Anda, dan[TXT]sangat marah.		
29005	Visitor Leaves	    [NAME]menerima sebuah[TXT]pengobatan di sekte Anda.		
29006	Sect Surrenders	    [TXT]bingung dan hanya bisa protes. gagal mempertahankan diri di bawah serangan Anda, sehingga mereka menyerah kepada Anda dan berjanji untuk memberikan upeti setiap tahun untuk menunjukkan rasa hormat mereka.		
29007	Lockdown Begins	{0} menjadi lebih waspada karena invasi baru-baru ini.		
29008	Lockdown Ends	{0} menghentikan status peringatannya.		
29009	Sage Fallen	Orang bijak {0} {1} mati karenamu. {0} bingung dan hanya bisa protes.		
29010	Disciple Fallen	{0} {1} mati karena Anda. {0} sangat marah.		
29011	Disciple Fallen	{0} {1} mati karena Anda. {0} bingung dan hanya bisa protes.		
