ID	Desc	Name
10	[b][align=center][color=#ffe5a1][size=22]Konten Baru: Manusia dan Abadi[/size][/color][/align][/b][b][size=20][color=#F2D896]Buka kunci rahasia:[/size][/color][/b]\nPortal untuk membuka kunci sistem rahasia di antarmuka manajemen sekte, tempat Anda dapat melihat informasi yang telah Anda peroleh. Anda dapat menggunakan informasi ini untuk berteman dengan dunia, untuk menggabungkan kekuatan, atau untuk menimbulkan masalah. \n\n[b][size=20][color=#F2D896]Bersosialisasi di Jianghu:[/size][/color][/b]\nSekarang, setiap karakter menjadi jelas dan spesifik. Anda dapat memperoleh informasi tentang target Anda, menanyakan berita yang dibutuhkan, dan memperoleh harta karun yang diinginkan melalui percakapan santai, diskusi, undangan, hadiah, dan tindakan lainnya sesuai kebutuhan Anda. \nInformasi tentang setiap karakter berisi dimensi berikut: [b]\nMisteri, Jejak, kepribadian, kelemahan, Pengetahuan Rahasia, Favorit, Tidak Suka, dan Harta Pribadi. [/b]\n\n[b][size=20][color=#F2D896]Plot Baru:[/size][/color][/b]\nTidak ada tembok kedap air di dunia ini, dan apa pun yang terjadi pasti meninggalkan jejak di dunia. Hanya saja rahasia-rahasia tersebut diketahui dan dipahami secara berbeda oleh orang yang berbeda, mana yang benar atau salah, mana yang benar atau salah? Dan yang pasti mereka yang mengalaminya akan tutup mulut. Dalam upaya menghancurkan sekte Taiyi, Anda akan menghadapi berbagai teka-teki sulit yang akan terungkap di halaman tersembunyi. Tidak mudah untuk menemukan petunjuk yang tersebar dan mengumpulkan kebenaran yang tersembunyi darinya. \nUntuk mengungkap misteri yang tersembunyi, kita perlu mengumpulkan partisipan, motif mereka, dan bukti yang relevan. \n\n[b][size=20][color=#F2D896]Peserta:[/size][/color][/b]\nKemungkinan peserta dalam misteri tersembunyi ini. \nUntuk beberapa petunjuk peserta yang diperoleh melalui desas-desus, diperlukan bukti yang sesuai agar petunjuk tersebut valid. \n\n[b][size=20][color=#F2D896]Motif:[/size][/color][/b]\nSecara umum peserta mempunyai motif masing-masing. Jika tidak ditemukan motivasi yang meyakinkan, maka peserta tidak bisa efektif. \nUntuk beberapa petunjuk motivasi yang diperoleh dari desas-desus, perlu ada bukti yang sesuai agar menjadi valid. \n\n[b][size=20][color=#F2D896]Bukti:[/size][/color][/b]\nBukti umumnya digunakan untuk melengkapi validitas peserta dan isyarat motivasi. Terkadang, bukti penting dapat diteruskan dan mengungkap rahasia yang tersembunyi. \n\n[b][size=20][color=#F2D896]Kebenaran:[/size][/color][/b]\nKetika seluruh partisipan, motif, dan bukti dikumpulkan, misteri akan terpecahkan. \nSetelah memecahkan sebuah misteri, Anda mungkin mendapatkan misteri baru yang menunggu untuk dipecahkan, atau Anda mungkin mendapatkan jawaban akhir dan kebenaran akan terungkap.	Mortals and Immortals
11	[b][align=center][color=#ffe5a1][size=22]Keajaiban baru: [/size][/color][/align][/b][b][size=20][color=#F2D896]Meditasi Surgawi: [/size][/color][/b]\nDuduklah dengan tenang sambil mengubah Keyakinan Anda yang terkumpul menjadi Kultivasi.\n[b][size=20][color=#F2D896]Meditasi Keilahian: [/size][/color][/b]\nDuduklah dengan tenang sambil mengubah akumulasi Keyakinan Anda menjadi Budidaya, namun dengan tingkat konversi yang agak rendah.\n[b][size=20][color=#F2D896]Meditasi Penyatuan: [/size][/color][/b]\nDuduklah dengan tenang sambil mengubah akumulasi Keyakinan Anda menjadi Budidaya, namun dengan konversi yang sedikit rendah rate.\n[b][size=20][color=#F2D896]Puasa Pikiran: [/size][/color][/b]\nMasuk Puasa Pikiran, yang secara bertahap mengurangi dampak emosi pada Suasana Hati Anda, dan berlanjut selama jangka waktu tertentu setelah selesai. Durasi efek bertahan setelah selesai setara dengan waktu yang Anda habiskan dalam Mind Fasting.\n[b][size=20][color=#F2D896]Mantra Kebangkitan: [/size][/color][/b]\nMenghidupkan kembali karakter yang sekarat atau mati. Anda menerima 10 Divinity.\n[b][size=20][color=#F2D896]Pembalikan Yin Yang: [/size][/color][/b]\nMenghidupkan kembali semua karakter yang sekarat dan gugur di sisi Anda dalam adegan. Anda menerima 100 Divinity.\n[b][size=20][color=#F2D896]Pikiran Bersih: [/size][/color][/b]\nSelesaikan Obsesi pada karakter, dan dapatkan Permata Obsesi.\n[b][size=20][color=#F2D896]Pendewaan: [/size][/color][/b]\nast mantra untuk meningkatkan Divinity Anda ke level ekstrem untuk sementara. Namun, setiap penggunaan akan meningkatkan Divinity Anda secara permanen sebanyak 1.\n[b][size=20][color=#F2D896]Persuasi: [/size][/color][/b]\nBujuk karakter murid dalam sekutu atau netral untuk mencoba mengubahnya menjadi Pengikut Inti.\n[b][size=20][color=#F2D896]Pengamanan: [/size][/color][/b]\nRilis pada a non-Shendao yang mengembangkan karakter dan mengurangi pengganda Mood sebesar 25%, berlangsung selama 7 hari.\n[b][size=20][color=#F2D896]Mantra Penggabungan Ilahi: [/size][/color][/b]\nMeningkatkan hasil material dasar dari area yang dimiliki dewa Anda sebesar 100% dalam waktu 10 hari.\n[b][size=20][color=#F2D896]Mantra Pengabul Keinginan: [/size][/color][/b]\nMeningkatkan output material dasar dari area yang dikuasai dewa sebesar 200% dalam waktu 4 hari.\n[b][size=20][color=#F2D896]Sole Reverence Spell: [/size][/color][/b]\nMeningkatkan output material dasar Anda area yang dikuasai dewa sebesar 500% dalam 1 hari.\n[b][size=20][color=#F2D896]Pandangan ke Depan Astrologi: [/size][/color][/b]\nPilih karakter untuk mencoba mengetahui keberadaannya. Semakin tinggi Pencapaian Anda dan semakin banyak informasi yang Anda miliki, semakin tinggi tingkat keberhasilan mempelajari keberadaan target.\n[b][size=20][color=#F2D896]Pelacakan Keilahian: [/size][/color][/b]\nPilih karakter untuk mencoba mempelajari keberadaannya. Semakin banyak Divine Resident dan informasi yang Anda miliki, semakin tinggi tingkat keberhasilan mempelajari keberadaan target.	New miracles
12	[b][align=center][color=#ffe5a1][size=22]Item baru[/size][/color][/align][/b][b][size=20][color=#F2D896]Item Baru: [/size][/color][/b]\n[b]·Sarira: [/b]\nSisa tulang dengan kekuatan Keyakinan diambil dari Tubuh Dewa yang hancur. Jika Anda mampu menahan kekuatannya dan mengintegrasikannya ke dalam tubuh Anda, itu dapat meningkatkan Divinity Anda secara signifikan, meningkatkan Status Mental secara permanen serta meningkatkan batas Max Divine Residents. Ini memberikan efek yang lebih kecil jika dikenakan pada tubuh.\n[b]·Permata Obsesi: [/b]\nKristalisasi yang dihasilkan dari obsesi dalam pikiran manusia, berisi segala macam emosi, keinginan, dan pikiran lain-lain yang intens. Efek tidak diketahui.\n[b]·Gulungan Kuno: [/b]\nGulungan rahasia yang beredar pada zaman kuno, isinya tidak diketahui.\n[b]·Polis Lumina Core: [/b]\nLumina Core dengan kekuatan bintang Polis yang bersemayam di dalamnya. Mungkin seseorang dapat memanfaatkan kekuatan ini untuk digunakan sebagai Penjaga dengan berinteraksi dengannya melalui Hukum Shendao.[b]\n\n[size=20][color=#F2D896]Bangunan baru: [/size][/color][/b]\n[b]·Tubuh Dewa: [/b]\nTubuh sisa peninggalan Dewa Yang Naik.\n\n[b][size=20][color=#F2D896]Rahasia baru: [/size][/color][/b]\n[b]·Peti Emas Dibuka: [/b]\Danau Jadestone di Great Snowland telah menimbulkan gelombang dalam beberapa hari terakhir, menandakan bahwa harta karun Peti Emas di dalamnya akan dibuka tujuh hari kemudian. Peti Emas berisi segala jenis harta langka yang dikumpulkan atau diperas oleh Fu Pikong, Kaisar Iblis, selama dia menjadi penguasa. Pembukaannya telah mendatangkan banyak petani yang mencari peruntungan.\n[b]·Rebuild Agency: [/b]\nPengikut Sekte Taiyi terdengar mengeluh karena tidak memiliki tempat untuk beribadah. Haruskah Anda menyelidikinya?\n\n	Other Contents
13	[b][align=center][color=#ffe5a1][size=22]Konten Baru: Budidaya Jimat[/size][/color][/align][/b][b][size=20][color=#F2D896]Hukum baru: [/size][/color][/b]\n[b]Hukum Simbol Primordial: [/b]Sekolah ajaran yang diperkirakan berasal dari Yunzhong Zi Abadi Emas. Ia menemukan cara baru di luar sistem tradisional Budidaya Inti Emas. Memanfaatkan momen terobosan, seseorang akan mampu membekukan lima Jimat Natal, yang memiliki kegunaan menarik.\n\n[b][size=20][color=#F2D896]Karakter baru He Zudao: [/size][/color][/b]\nRumor mengatakan bahwa Penatua sekte kami He Zudao suka mempelajari jimat dan sering menggambar jimat yang belum pernah dilihat sebelumnya. Mereka pasti mewarisi warisan rahasia.\n\n[b][color=#F2D896]Natal Talisman: [/size][/color][/b]\nGunakan Qi untuk menggambar Natal Talisman. Ada lima metode penarikan karena biaya Qi: Teknik Cahaya Gading, Teknik Roh Zamrud, Teknik Hantu Aqua, Teknik Roh Ungu, Teknik Cundi. Efek jimat dapat ditingkatkan hingga 4 kali!\n\n[b][size=20][color=#F2D896]Buka 23 jimat baru.[/size][/color][/b]\n	Talisman Cultivation
14	[b][align=center][color=#ffe5a1][size=22]Konten Baru: Formasi[/size][/color][/align][/b][b][size=20][color=#F2D896]Membuka sistem Formasi: [/size][/color][/b]\nFormasi lengkap terdiri dari sebuah Pilar dan beberapa Auxiliary. Penggarap memperoleh Pilar dan Pembantu baru dengan mencari buku rahasia, merasakan dao surgawi, dll., dan kemudian dengan bebas menyatukannya untuk membentuk sebuah formasi. \nMelalui formasi, pemain dapat mengumpulkan beberapa penggarap menjadi satu unit, dan mereka bisa makmur dan kalah pada saat yang bersamaan. Mereka dapat berbagi kerusakan satu sama lain atau menggabungkan upaya mereka untuk melepaskan mantra dan mantra yang melebihi batas masing-masing untuk memberikan kerusakan parah pada lawan mereka. \n\n[b][size=20][color=#F2D896]Misteri Formasi:[/size][/color][/b]\nYang disebut misteri adalah hukum bahwa segala sesuatu di langit dan di bumi saling berkaitan satu sama lain. Setelah ribuan tahun berkultivasi, terdapat lebih dari dua puluh jenis rahasia misterius di dunia. Pilar dan Pembantu formasi terhubung melalui gema rahasia misterius, dan ini adalah dasar dari pengoperasian Jalan Formasi. \nInilah yang menjadi dasar pengoperasian formasi. Oleh karena itu, efek formasi yang dihubungkan oleh berbagai rahasia misterius dapat sangat bervariasi. \n\n[b][size=20][color=#F2D896]Formasi Makna Sejati:[/size][/color][/b]\nYang disebut Makna Sejati Formasi mengacu pada keadaan pikiran tertentu yang tersembunyi di dalam pilar. Maksud sebenarnya dari formasi tersebut diaktifkan oleh mekanisme misterius yang menghubungkan pilar dengan pendukung formasi. Setelah formasi memiliki maksud sebenarnya, efeknya juga akan meningkat pesat. \n\n[b][size=20][color=#F2D896]Diagram Formasi Kuno:[/size][/color][/b]\nSelain formasi yang dibuat oleh kultivator sendiri melalui Pilar dan Pembantu formasi, ada juga banyak diagram formasi kuno yang diturunkan di dunia kultivasi. Bentukan-bentukan ini begitu kuat sehingga prinsip-prinsip susunannya tidak lagi tersedia dan hanya dapat disusun menurutnya. Jika orang yang membentuk formasi memenuhi kondisi tertentu, ia bahkan dapat merangsang misteri tersembunyi dari formasi tersebut dan memanfaatkan kekuatannya yang tak terbatas.	Formations
15	[b][align=center][color=#ffe5a1][size=22]Konten Baru: Sub-roh [/size][/color][/align][/b][b][size=20][color=#F2D896]Buka Sub-roh: [/size][/color][/b]\nSeorang kultivator yang telah mencapai Keadaan Roh Primordial dapat memperoleh sub-roh melalui kultivasi, mempelajari buku panduan rahasia, meminum pil, mempelajari Dao Surgawi, menantang Kesengsaraan Surgawi, dan sebagainya. Dengan memanfaatkan sub-roh, para penggarap di Tingkat Roh Primordial dapat melangkah lebih jauh. \n\n[b][size=20][color=#F2D896]Lampiran: [/size][/color][/b]\nPembudidaya Keadaan Roh Primordial dapat menggunakan metode Keterikatan untuk menyerahkan persepsi dan ingatan kultivasinya ke peralatan. Gerakan ini akan menyebabkan tubuh asli penggarap kehilangan bagian dari kemampuannya, tetapi pada saat yang sama juga membebaskan ruang pertumbuhan baru bagi penggarap. \n\n[b][size=20][color=#F2D896]Membuka Berbagai Kesengsaraan Surgawi:[/size][/color][/b]\nKetika pencapaian dan umur menembus batas tertentu, para kultivator dapat menantang Kesengsaraan Surgawi yang sesuai untuk menerobos batas Dao Surgawi dan mendapatkan ruang baru untuk berkultivasi. \n\n[b]-[/b]Setiap kali seseorang melewati Dao, umur, dan kesengsaraan surgawi yang berkepanjangan, seseorang akan mendapatkan sub roh.	Sub spirits
16	[b][align=center][color=#ffe5a1][size=22]Konten Baru: Lelang[/size][/color][/align][/b]Ye Xuan Dari waktu ke waktu, Ye Xuan mengadakan lelang. Ada seribu satu item di dalamnya, dan karakter yang ikut serta juga beragam, ada yang kaya, ada yang berniat pengkhianat, dan ada yang datang di bawah perintah. Untuk mendapatkan harta karun langka dengan harga murah, Anda perlu memikirkan cara mendapatkannya. \n\n[b][size=20][color=#F2D896]Lelang Relik Fana: [/size][/color][/b]\nMenjual beberapa pil dan harta biasa, sering dibuka. Peserta lelang barang fana juga merupakan petani biasa yang juga relatif kekurangan uang dan daya beli terbatas. \n\n[b][size=20][color=#F2D896]Lelang Lain-Lain: [/size][/color][/b]\nLelang ini menjual berbagai macam barang, dengan banyak orang yang bergabung juga, jadi Anda perlu melakukan tipu muslihat untuk mendapatkan keuntungan. \n\n[b][size=20][color=#F2D896]Lelang Mistik: [/size][/color][/b]\nItem yang akan dijual dalam lelang ini diselimuti misteri dan tidak dapat diidentifikasi. Apakah barang yang dibeli merupakan harta surgawi? Atau itu barang yang tidak berguna? Terserah Anda untuk mengidentifikasinya. \n\n[b][size=20][color=#F2D896]Lelang Harta Karun:[/size][/color][/b]\nItem yang dijual dalam lelang ini semuanya adalah harta karun yang sangat langka, dan tamu yang hadir semuanya adalah orang-orang luar biasa. Terserah Anda apakah Anda bisa mengalahkan kerumunan di dalamnya.	The auction
17	[b][align=center][color=#ffe5a1][size=22]Rahasia baru[/size][/color][/align][/b][b][size=20][color=#F2D896]Jejak Teman Lama: [/size][/color][/b]\nBaru-baru ini, penduduk desa terdekat mengatakan bahwa mereka melihat seorang pria aneh dengan lengan yang sangat panjang muncul di Gunung Coppertomb, yang berlari sangat cepat dan mendaki gunung dengan mudah. Deskripsinya terdengar seperti murid ketujuh sekte Taiyi yang terobsesi dengan formasi. Apakah dia selamat dari bencana itu juga? Mungkin Anda harus memeriksanya kapan-kapan.\n\n[b][size=20][color=#F2D896]Peti Emas Dibuka: [/size][/color][/b]\nDanau Jadestone di The Great Snowland sedang mengalami kehebohan dalam beberapa hari terakhir, menandakan bahwa harta karun Peti Emas di dalamnya akan dibuka tujuh hari kemudian. Peti Emas berisi segala jenis harta langka yang dikumpulkan atau diperas oleh Fu Pikong, Kaisar Iblis, selama dia menjadi penguasa. Pembukaannya telah mendatangkan gelombang besar para petani yang mencari peruntungan	New secrets
18	[b][align=center][color=#ffe5a1][size=22]Konten Baru Lainnya[/size][/color][/align][/b][b][size=20][color=#F2D896]Keajaiban baru: :\n[/b][/size][/color][b]·Segel kontrak: [/b]\nTransmisikan ke iblis tingkat rendah dan segel ke dalam kontrak.\n[b]·Pemisahan Roh: [/b]\nManipulasi Roh Primordial Anda dan memaksanya untuk berpisah untuk mendapatkan sub-roh tambahan. Anda akan kehilangan Max Qi dalam proses ini dan menua dengan cepat. Semakin sering kamu melakukan pemisahan, semakin tinggi harga yang harus kamu bayar.\n\n[b][size=20][color=#F2D896]Perlengkapan baru: [/size][/color][/b]\n[b]·[/b]Mantel\n[b]·[/b]Kontrak\n\n[b][size=20][color=#F2D896]Hewan peliharaan baru: [/size][/color][/b]\n[b]·[/b]Qin Muxue\n\n[b][size=20][color=#F2D896]Membuka kunci bangunan:[/size][/color][/b]\n[b]·[/b]Patung Rubah Roh: Dapat digunakan untuk menghidupkan kembali atau memanggil Rubah Roh.\n\n[b][size=20][color=#F2D896]Buka kunci Item[/size][/color][/b]\n[b]·Pil Utama: [/b]\nPil ilahi zaman kuno konon dibuat dari gumpalan Qi purba yang jernih dan keruh dari ciptaan dunia. Cara meramunya sudah lama hilang. Dengan meminum pil ini, seseorang dapat menghidupkan kembali penciptaan langit dan bumi di dalam Roh Primordialnya, sehingga memperoleh dua sub-roh. Pil ini hanya bisa diminum sekali seumur hidup. Hanya efektif ketika Kultivasi seseorang berada pada tingkat Roh Primordial.\n[b]·Pil Unison: [/b]\nPil ilahi pada zaman kuno, metode pembuatannya sudah lama hilang. Dengan mengkonsumsi pil ini seseorang menjadi sadar akan dirinya yang lain, menghasilkan sub-spirit baru. Pil ini hanya bisa diminum sekali seumur hidup. Hanya efektif ketika Kultivasi seseorang berada pada tingkat Jiwa Purba.\n[b]·Pil Divisi:[/b]\nPil Ilahi di zaman kuno, metode pembuatannya sudah lama hilang. Dengan mengonsumsi pil ini, seseorang dapat memanfaatkan potensinya yang kuat untuk menghasilkan sub-roh baru secara paksa. Namun, hal ini akan menyebabkan kerusakan permanen pada Kondisi Mental kultivator. Hanya efektif ketika Budidaya seseorang berada pada level Roh Primordial.\n[b]·Pil Klon: [/b]\nSetelah mengkonsumsinya, Anda dapat menggunakan ganda untuk berpartisipasi dalam pelelangan, yang memungkinkan Anda untuk segera melarikan diri jika Anda tidak membawa cukup Batu Roh.\n[b]·Jamur Aneh: [/b]\nJamur aneh, konsumsi dapat menyebabkan halusinasi.\n[b]·Cacing Musim Dingin Ramuan Musim Panas: [/b]\nBanyak rumput bentuk dan bentuk yang hanya matang pada musim dingin dan musim panas, ia juga dikenal dunia sebagai rumput seratus perubahan. Saat diambil, untuk sementara meningkatkan kemampuan beradaptasi dengan lingkungan ekstrem.\n[b]·Undangan Lelang: [/b]\nSurat undangan ke lelang yang diadakan oleh Ye Xuan.	Other Contents
19	[b][align=center][color=#ffe5a1][size=22]New Content: Physical Cultivation[/size][/color][/align][/b]If mortals are barrels full of holes, the Qi passes through them and cannot be retained. An immortal cultivator fills the holes in this barrel, making it a closed container and continuously expanding its capacity. Unlike these Qi cultivators, physical cultivators use the essence of heaven and earth to refine their bodies, filling the barrel to a solid core and henceforth rejecting all the mysterious effects brought about by the Qi: pills, charms and magical powers cannot be added to the body. Because of this, once one embarks on the path of body cultivation, there is no turning back, no rest until death. \n\n[b][size=20][color=#F2D896]New Laws:[/size][/color][/b]\n[b]\n[b]Primordial Unity Body: [/b]\nA remold cultivation Law passed down from ancient times that imitates the shapes of all creatures, follows the will of the universe and obeys the law of the six directions. This spell excels at integrating with nature and step by step evolving into one unifying entity that signifies the intricacy of all the creatures in the world. The physical body becomes divine and embraces oblivion.\n\n[b]Barbarous Forging Body: [/b]\nA remold cultivation Law created by human physical cultivators in reference to ancient sages' natural Yaoguai bodies. This Law is noted for its wild and aggressive nature and excels at refining bones to eventually create a Barbarous Forging Body. The physical body becomes divine and embraces oblivion. \n\n[b]Ancestral Yaoguai Body: [/b]\nIt is told to be the physical training  cultivation Law passed down by the Ancestral Yaoguai. This Law excels at remolding organs, as it believes there's countless treasures hidden in the organs of all creatures and understanding their secrets will make a physical body divine and embrace oblivion. Note that this Law contains many secret bodies tailormade for various species of Yaoguai, and if the body structure is different, it will be hard for the Law to take effect. \n\n[b]Fallen Obliteration Body: [/b]\nIn the past, some physical cultivators thought of this life as a cage and polar nights are the light cast from outside the cage. They absorbed a strange essence from the polar nights and used it to remold the body, believing it will eventually be transformed into a vehicle that breaks the cage and carries them away from the misery. This school of physical cultivators worshiped polar nights and were shunned by everyone else, thus named Obliteration Cult. Their foundational Law is therefore called Obliteration Body. \n\n[b][size=20][color=#F2D896]Breathing the Heaven and Earth:[/size][/color][/b]\nphysical cultivation can be used to temper the physical body by exhaling the vital energy of the heaven and earth and refining the essence of the Great Dao in it with a strong physical body. Depending on the location and the time of day, the essence can be obtained differently. For example, at noon you can obtain the essence of the supreme Yang, and at midnight you can obtain the essence of supreme Yin. There are even physical cultivation masters who can refine the precious essence of robbery extinction from the heavenly tribulation ......\n\n[b][size=20][color=#F2D896]Devouring all things:[/size][/color][/b]\nRefiners benefit from a powerful digestive power and can no longer simply digest food as ordinary people can. They can devour all things and refine themselves by extracting from them the essence of each different dao. For example, they can obtain fire essence by devouring fire-attributed items, Flood Dragon Essence by devouring Flood Dragon Forbidden Scales, and even what one would normally think of as filth have certain special dao essences left in them that can be extracted by physical cultivators ......\n\n[b][size=20][color=#F2D896]Remold their bodies:[/size][/color][/b]\nPhysical cultivators use their own essence as fire, calcining the essence of the heaven and earth dao to quench their flesh and make their own flesh gradually metamorphose. Physical cultivators can initially only quench their own flesh and skin. However, as one's cultivation level increases, one's bones, heart, lungs and internal organs can all be strengthened. Ultimately, they can achieve an indestructible golden body, which will allow them to cross the world. \n\n[b][size=20][color=#F2D896]Constructing the Secret Body:[/size][/color][/b]\nMost of the ancient demon races have some strong natural abilities that rely on their unique flesh structure. Body cultivators use this as a blueprint to create a method to condense these special bodies, which is the secret body. \nWhen a cultivator follows the methods recorded in the secret body and quenches certain parts of himself according to specific methods, he can successfully condense the secret body. The Secret Body often possesses very powerful effects, and once the Secret Body is enabled on the Equipment page, it can be used for offense or defence. \n\[b][size=20][color=#F2D896]Special Battle Techniques:[/size][/color][/b]\n\ A body refiner who relies on the physical body to fight has many special characteristics when fighting. \n[b]-Shield Penetration:[/b]\nTheir special operation of true air can greatly reduce the conversion ratio of an enemy's Qi shield to damage. \n[b]-Artifact Suppression:[/b]\nTheir strong body and quick reflexes can directly capture a artifact and suppress it. However, the suppression of artifacts is extremely costly in terms of their own true qi. \n[b]-Battle Stance:[/b]\nThey have their bodies at their disposal, and if they wish, they can even resist flying swords and magic treasures and directly attack the target's body. \n\n[b][size=20][color=#F2D896]Painful Memories:[/size][/color][/b]\nThe hardships in the life of a physical cultivator are their precious treasures. These sufferings they experience they will remember and explode in the form of a furious rage at critical moments, dramatically increasing their combat power.	Physical Cultivation
20	[b][align=center][color=#ffe5a1][size=22]Konten Baru: Pemberontakan Yaoguai[/size][/color][/align][/b][b][size=20][color=#F2D896]Tempat baru: Kuil Daemonia[/size][/color][/b]\n\n[b][size=20][color=#F2D896]11 yaoguais baru ditambahkan: [/size][/color][/b]\nKelinci Yaoguai, Serigala Yaoguai, Harimau Yaoguai, Beruang Yaoguai, Banteng Yaoguai, Kucing Yaoguai, Katak Yaoguai, Ayam Yaoguai, Ular Yaoguai, Kura-kura Yaoguai, Babi Hutan Yaoguai.\n[b]·Musuh Yaoguai Baru[/b]\n\n[b][size=20][color=#F2D896]Game baru dengan Yaoguais: [/size][/color][/b]\nSekarang pemain dapat memulai permainan dengan yaoguais. Saat membuat reinkarnator, ras Yaoguai juga menjadi pilihan.\n\n[b][size=20][color=#F2D896]Pengalaman spesifik baru untuk 22 karakter Yaoguai baru:[/size][/color][/b]\nSaat memilih Yaoguai untuk memulai permainan, ada 22 pengalaman Yaoguai spesifik yang dapat Anda pilih.\n\n[b][size=20][color=#F2D896]Manual baru Nyanyian Hewan: [/size][/color][/b]\nTeknik rahasia untuk melatih binatang buas di Gunung Ratusan Serangga, teknik ini mencatat beberapa ramuan eksklusif untuk menimbulkan perasaan pada binatang buas. Anda dapat membelinya dari Gunung Ratusan Serangga.\n\n[b][size=20][color=#F2D896]Nyanyian Fenomena: [/size][/color][/b]\nBeberapa makhluk abadi telah merekam berbagai adegan emosi berbeda yang dia alami berdasarkan Hukum penanaman di dalamnya. Hal ini memungkinkan hewan yang berbeda untuk menghidupkan kembali pemandangan ini dengan pengalaman yang mendalam. Anda dapat membelinya dari Kuil Teratai Biru.	Yaoguai Uprising
21	[b][align=center][color=#ffe5a1][size=22]Konten Baru: Segalanya Makhluk Hidup[/size][/color][/align][/b]Bunga dan pohon, meja, kursi, pintu dan dinding, pedang, kaligrafi dan lukisan, dll., meskipun tidak memiliki kesadaran jiwa, mereka akan mengumpulkan spiritualitas seiring berjalannya waktu, terutama benda-benda yang selalu ditemani oleh seorang master. Bagi objek-objek yang memiliki spiritualitas mendalam ini, jika diberi kesempatan atau mendapat pencerahan dari orang yang lebih senior, maka mereka akan memperoleh kesadaran diri, yang disebut dengan Roh Hidup. \n\n[b][size=20][color=#F2D896]Peluang hidup:[/size][/color][/b]\nPeluang benda fana menerima perubahan di langit atau diterangi oleh makhluk superior, yang merupakan alasan lahirnya Roh Makhluk. Ada beberapa jenis peluang bagi makhluk fana untuk menjadi sadar: \n[b]- pencerahan oleh orang yang unggul:[/b]\nSeorang yang mengembangkan jalan abadi dengan kebajikan moral yang mendalam selalu memengaruhi makhluk fana di sekitarnya dengan persepsinya tentang langit dan bumi, dan mereka yang memiliki peluang besar dapat terlahir dengan kebijaksanaan spiritual. \n[b]-Sensasi Langit:[/b]\nPerubahan langit khusus yang terjadi secara alami mewakili perubahan hebat dalam aturan langit dan bumi, dan kapan pun ini terjadi, mungkin ada makhluk fana dengan kekayaan besar yang peka untuk melahirkan kecerdasan. \n[b]-Keajaiban pencerahan:[/b]\nBeberapa mukjizat khusus dapat mencerahkan makhluk fana secara langsung dan paksa, namun hal ini tidak mudah dan sering kali memerlukan upaya berkelanjutan agar berhasil. \n[b][size=20][color=#F2D896]Pencerahan objek fana:[/size][/color][/b]\nSetelah objek fana tercerahkan, ia akan mengalami perubahan berikut \n[b]-Sublimasi esensi:[/b]\nKetika objek fana tercerahkan, esensinya juga mengalami perubahan kualitatif dan peringkatnya akan disublimasikan sebanyak 1 peringkat. \n[b]-Perlindungan dari bahaya:[/b]\nSaat manusia terpesona, ia akan memberikan umpan balik tentang bahaya dan manfaat dunia luar, meskipun hal ini biasanya tidak banyak berguna. \n[b]-Tumbuh dengan melahap:[/b]\nSeorang manusia memiliki kemampuan untuk melahap ketika ia tercerahkan, dan dapat mengubah rasio lima elemennya sendiri sesuai dengan lima elemen benda yang telah ditelannya. Hal ini secara langsung mempengaruhi atributnya ketika ia berwujud manusia. \n\n[b][size=20][color=#F2D896]\nTubuh Kejadian: [/size][/color][/b]\nJika monster roh dapat dibentuk dan diubah oleh seorang penggarap dengan esensi ciptaan di langit dan bumi, ia dapat memperoleh tubuh manusia. Pada titik ini, roh yang hidup dapat memulai jalur kultivasi dan memiliki kesempatan untuk hidup selamanya. \n\n[b][size=20][color=#F2D896]Setelah dibentuk menjadi tubuh oleh esensi ciptaan, roh yang hidup akan mengalami perubahan berikut:[/size][/color][/b]\n[b]-Pikiran naif:[/b]\nRoh yang hidup tersebar secara alami dan mengalami kesulitan dalam menenggelamkan pikirannya ke dalam pencerahan Dao. Tetapi juga karena kesederhanaan pikiran mereka, roh yang hidup secara alami berada dalam kondisi pikiran yang sangat baik dan hampir tidak terganggu oleh obsesi dan gangguan. Dalam hal ini, mereka adalah penanam pikiran kelas satu. \n[b]-Tubuh Lima Elemen:[/b]\nRoh yang hidup berbeda dengan manusia yang terlahir dengan kelima elemen. Saat membentuk tubuh mereka selama penciptaan, rasio lima elemen roh yang hidup akan sangat mempengaruhi atribut lima dimensi dan akar alami dari bentuk tubuh mereka. Walaupun ketidakseimbangan kelima unsur tersebut akan menimbulkan berbagai cacat, namun dapat juga melahirkan tubuh lima unsur yang tidak akan pernah dimiliki manusia. \n[b]-Sublimasi penting:[/b]\nSetelah roh atau monster memulai jalur kultivasi, esensinya juga akan terus menyublim seiring dengan peningkatan tingkat kultivasinya, itulah sebabnya mereka sering mendapat masalah karena bunuh diri. \n[b]-Sifat yang Diberkahi:[/b]\nroh yang hidup juga memiliki sifat-sifat yang kuat dalam dimensi tertentu bergantung pada tubuh aslinya, yang merupakan anugerah yang tak terbayangkan bagi makhluk alami lainnya. \nMakhluk mati menjadi spiritual, dan kemudian mengambil wujud, yang dalam prosesnya juga menarik ketamakan berbagai penggarap, yang sungguh sulit, yang mungkin merupakan kompensasi dari surga.	Everything Sentient
