ID	Name	Place	Once	Story	Auto	Begin	Duration	Interval	Desc	EndDesc	Hide	Flag	MsgShowType	NeedEnter	FromDLC	AffixConditions
10	Gua itu muncul	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_DongFuAppear_Medicine	0		3		mendengar[TXT]Sebuah gua tempat makhluk abadi tak dikenal dari zaman kuno muncul di dunia。Pemilik gua adalah ahli alkimia，Diantaranya, seni alkimia digunakan untuk menetapkan hukum terlarang yang tak terhitung jumlahnya.，Jika Anda tidak menyempurnakan cara ramuannya，Sulit untuk bergerak bahkan satu inci pun。	[TXT]Gua Abadi telah muncul，Harta rahasia di antara mereka dibagi di antara para praktisi yang mengaguminya.。			s_dongfu			
11	Jejak buku kuno	Place_HeYinCity|Place_HuCity|Place_PanSheCity|Place_ShanCity|Place_DaLiangCity|Place_Desert|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_CentralPlains5|Place_CentralPlains4|Place_FertileField3|Place_FertileField2|Place_FertileField1		Secrets_Esoterica1	0		3		Saya mendengar bahwa seorang manusia terkenal menemukan sebuah buku aneh yang telah lama hilang dari sebuah makam kuno.。Tapi kemudian buku itu mengalir ke dalamnya[TXT]，hilang。	[TXT]Buku aneh yang digali pertama kali ditemukan oleh seorang praktisi tertentu。			s_miji			
12	Buku rahasia digali	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_Esoterica2	0		3		Saya mendengar ada seorang praktisi terkenal[TXT]menemukan petunjuk，Diduga sebuah buku rahasia peninggalan makhluk abadi kuno terkubur di sini.。	Seorang praktisi misterius bernama Qiyunzhong，Akhirnya mendapatkan buku rahasia yang hilang。			s_miji			
14	Kekuatan supranatural muncul di dunia	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_Magic	0		5		mendengar[TXT]Baru-baru ini ditemukan ukiran batu Longya，Diduga kekuatan gaib yang hilang pada zaman dahulu muncul di dunia。	Seorang praktisi misterius mengambil kekuatan misterius ini。			s_miji			
15	Kekuatan supranatural muncul di dunia	Place_Snowfield|Place_Snowfield3|Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14		Secrets_Magic_Cold	0		5		mendengar[TXT]Baru-baru ini ditemukan ukiran batu Longya，Diduga kekuatan gaib yang hilang pada zaman dahulu muncul di dunia。Itu hanya campur tangan langit dan bumi.，Tanah di dekat pahatan batu mengalami cuaca yang sangat dingin（[temperature]-150[/temperature]）di lingkungan。	Seorang praktisi misterius mengambil kekuatan misterius ini。			s_miji			
16	Kekuatan supranatural muncul di dunia	Place_Desert|Place_Desert2|Place_Desert4|Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14		Secrets_Magic_Hot	0		5		mendengar[TXT]Baru-baru ini ditemukan ukiran batu Longya，Diduga kekuatan gaib yang hilang pada zaman dahulu muncul di dunia。Itu hanya campur tangan langit dan bumi.，Ukiran batu tersebut menunjukkan bahwa daratan tersebut dikelilingi oleh api sungguhan（[temperature]500[/temperature]），panas yang tak tertahankan。	Seorang praktisi misterius mengambil kekuatan misterius ini。			s_miji			
17	Keberadaan sekte jahat	Place_Desert|Place_SouthForest|Place_Snowfield|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14		Secrets_BadFight1	0		3		Saya mendengar bahwa ada murid sekte jahat di sini[TXT]menghantui，Tampaknya ada tujuan tertentu。	Muncul di[TXT]Para murid sekte jahat pergi。			s_zhengxie			
18	Keberadaan sekte jahat	Place_Desert|Place_SouthForest|Place_Snowfield|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14		Secrets_BadFight2	0		3		Saya mendengar bahwa ada murid elit sekte jahat di sini[TXT]menghantui，Tampaknya ada tujuan tertentu。	Muncul di[TXT]Para murid sekte jahat pergi。			s_zhengxie			
19	Keberadaan sekte jahat	Place_Desert|Place_SouthForest|Place_Snowfield|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14		Secrets_BadFight3	0		3		Saya mendengar bahwa ada tetua dari sekte jahat di sini[TXT]menghantui，Tampaknya ada tujuan tertentu。	Muncul di[TXT]Para murid sekte jahat pergi。			s_zhengxie			
20	Perilaku jujur	Place_Desert|Place_SouthForest|Place_Snowfield|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14		Secrets_GoodFight1	0		3		Saya mendengar bahwa ada murid yang baik di sini[TXT]menghantui，Tampaknya ada tujuan tertentu。	Muncul di[TXT]Murid-murid yang baik pergi。			s_zhengxie			
21	Perilaku jujur	Place_Desert|Place_SouthForest|Place_Snowfield|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14		Secrets_GoodFight2	0		3		Saya mendengar bahwa ada murid elit yang baik di sini[TXT]menghantui，Tampaknya ada tujuan tertentu。	Muncul di[TXT]Murid-murid yang baik pergi。			s_zhengxie			
22	Perilaku jujur	Place_Desert|Place_SouthForest|Place_Snowfield|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14		Secrets_GoodFight3	0		3		Saya dengar ada penatua yang baik di sini[TXT]menghantui，Tampaknya ada tujuan tertentu。	Muncul di[TXT]Murid-murid yang baik pergi。			s_zhengxie			
23	Rahasia harta karun	Place_SouthForest3	1	Secrets_Baozang_EX1			9999		menurut《Catatan Perjalanan Yufengzi：Jilid 6》tercatat di，Pada saat itu, Patriark Hunyuan dikepung oleh Enam Sekte Iblis di Lembah Cacing Liar Selatan dan menghilang.，Akibatnya hartanya hilang di Lembah Cacing.。							
24	Rahasia harta karun	Place_HeHuan2	1	Secrets_Baozang_EX2			9999		menurut《Relik yang Dikumpulkan：Jilid berikutnya》dikatakan，Pulau Hehuan adalah transformasi naga leluhur purba setelah kenaikannya.。Kolam Naga Racun di pulau tersebut konon merupakan lokasi Rumah Zulong Zi.，Ada sesuatu yang istimewa di dalamnya。							
25	Rahasia harta karun	Place_CentralPlains2	1	Secrets_Baozang_EX3			9999		menurut《Catatan Perjalanan Yufengzi：Jilid 1》dikatakan，Ada istana bagian dalam yang misterius di bawah reruntuhan Gua Abadi Medis Puncak Alkimia.，Tidak tahu apakah itu benar atau tidak。							
26	Rahasia harta karun	Place_Desert3	1	Secrets_Baozang_EX4			9999		menurut《Catatan Rahasia Yunji：Bab Gurun》catatan di，Gurun ini disebabkan oleh zaman kuno，Sebuah meteorit jatuh ke bumi dan terciptalah。Tempat jatuhnya meteorit di masa lalu，Kemudian dikenal sebagai Gua Api。							
27	Rahasia harta karun	Place_WuLian1	1	Secrets_Baozang_EX5			9999		menurut《Relik yang Dikumpulkan：Jilid 1》dikatakan，Di bawah Gunung Wulian Tianchi, terdapat tempat peristirahatan dimana Kaisar Shennong dulu berada.，Dan itu berisi peta rinci，Layak untuk dijelajahi。							
28	Rahasia harta karun	Place_Hei4	1	Secrets_Baozang_EX6			9999		menurut《Catatan Perjalanan Yufengzi：Jilid 2》dikatakan，Dahulu kala ada iblis yang tersegel di Hutan Seribu Duri di bawah Gunung Hitam。Selama Anda mengikuti metode rahasia, Anda dapat berkomunikasi dengan iblis，Dapatkan kekuatan magis。							
29	Taoisme muncul di dunia ini	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_Gong2	0		5		mendengar[TXT]Bintang jatuh di siang hari，Gempa Emas Ling，Diduga silsilah Tao dari makhluk abadi senior akan segera lahir，Menarik praktisi dari seluruh dunia untuk berkumpul bersama。	Seorang praktisi misterius memperoleh ortodoksi dari seorang abadi senior。			s_daotong			
30	Taoisme muncul di dunia ini	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_Gong3	0		5		mendengar[TXT]Bintang jatuh di siang hari，bunga bakung emas duniawi，Diduga silsilah Tao dari makhluk abadi senior akan segera lahir，Menarik praktisi dari seluruh dunia untuk berkumpul bersama。	Seorang praktisi misterius memperoleh ortodoksi dari seorang abadi senior。			s_daotong			
31	Taoisme muncul di dunia ini	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_Gong4	0		5		mendengar[TXT]Bintang jatuh di siang hari，bunga bakung emas duniawi，Diduga silsilah Tao dari makhluk abadi senior akan segera lahir，Menarik praktisi dari seluruh dunia untuk berkumpul bersama。	Seorang praktisi misterius memperoleh ortodoksi dari seorang abadi senior。			s_daotong			
32	Taoisme muncul di dunia ini	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_Gong5	0		5		mendengar[TXT]Bintang jatuh di siang hari，Gempa Emas Ling，Diduga silsilah Tao dari makhluk abadi senior akan segera lahir，Menarik praktisi dari seluruh dunia untuk berkumpul bersama。	Seorang praktisi misterius memperoleh ortodoksi dari seorang abadi senior。			s_daotong			
33	Taoisme muncul di dunia ini	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_Gong6	0		5		mendengar[TXT]Bintang jatuh di siang hari，Gempa Emas Ling，Diduga silsilah Tao dari makhluk abadi senior akan segera lahir，Menarik praktisi dari seluruh dunia untuk berkumpul bersama。	Seorang praktisi misterius memperoleh ortodoksi dari seorang abadi senior。			s_daotong			
34	Taoisme muncul di dunia ini	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_Gong7	0		5		mendengar[TXT]Bintang jatuh di siang hari，bunga bakung emas duniawi，Diduga silsilah Tao dari makhluk abadi senior akan segera lahir，Menarik praktisi dari seluruh dunia untuk berkumpul bersama。	Seorang praktisi misterius memperoleh ortodoksi dari seorang abadi senior。			s_daotong			
39	Kotak batu Taichi	Place_BirthPlace11	1	Secrets_NanPing1	1	16	9999		Saya mendengar bahwa pemburu dari Desa Nanping menemukan mayat di kaki Gunung Yuelun.，Ada kotak batu di badannya，Kebal terhadap api dan air，Sangat supranatural。\n    （Rahasia pemicu，Silakan pergi ke[color=#D06508]dunia[/color]panel，Klik tombol rahasia di pojok kanan bawah untuk melihat rahasianya。Klik pada rahasia untuk ditransfer ke lokasi rahasia，Jika lokasi tidak dibuka，Anda memerlukan lebih banyak pengalaman untuk membuka kunci lokasi baru.。）							
40	Kembali ke Taiyi	Place_BirthPlace12	1	Secrets_DongFuAppearEX	1	21	9999		Jika dipikir-pikir, lebih dari setengah bulan telah berlalu.，Saya ingin tahu apakah pembunuh yang menghancurkan Sekte Taiyi telah pergi.。Mungkin Anda bisa kembali ke Taiyimen dan melihatnya，Apakah ada petunjuk?。							
